Id,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,Neighborhood,HouseStyle,GarageType,ExterQual,KitchenQual,CentralAir,LotFrontage,MasVnrArea,SalePrice
640,11831,1,9,2007,2010,1516,892,0,886,1,0,2,6,1,0,0,207,78,0,NWAmes,1Story,Detchd,TA,Gd,Y,66.17374212283264,0.0,168570.0
641,18761,1,5,1903,1927,948,426,707,1140,2,1,2,7,1,0,0,221,30,0,OldTown,1Story,,Ex,Gd,Y,62.15131873794624,0.0,170745.0
642,14053,2,2,1992,1997,784,1247,0,1261,1,1,4,6,0,3,677,0,3,0,SawyerW,1Story,,Gd,Ex,Y,57.99646799471859,326.0,180297.0
643,8042,6,4,1922,1945,1061,927,852,1765,1,0,1,6,1,0,0,0,117,0,SawyerW,2Story,Attchd,Gd,TA,Y,80.52850844817671,0.0,169172.0
644,5752,6,9,1905,1922,1091,1079,1046,2124,1,0,3,5,0,0,0,0,65,0,Sawyer,1Story,Attchd,TA,TA,Y,34.706902711057495,167.0,238937.0
645,25067,2,1,1931,2017,575,872,441,1324,2,0,5,7,0,1,301,239,143,0,Timber,1Story,Detchd,TA,TA,Y,53.22201665971676,381.0,68931.0
646,9169,1,1,2005,2010,930,1900,503,2420,1,1,4,7,1,0,0,126,114,0,Mitchel,1Story,Detchd,Gd,TA,Y,66.43510990062944,218.0,188428.0
647,9005,10,7,1917,1945,914,557,0,576,1,1,4,6,1,1,258,0,30,0,Mitchel,2Story,Attchd,Gd,TA,Y,52.65894578548774,0.0,248611.0
648,8869,5,3,1914,1938,981,2226,0,2237,3,1,5,8,0,1,288,0,0,0,NridgHt,2Story,Attchd,TA,TA,Y,,421.0,113378.0
649,9693,5,2,1939,1993,1340,1001,717,1723,3,0,2,5,0,1,302,247,122,0,Crawfor,1.5Fin,Detchd,Ex,TA,Y,73.59423096585273,0.0,260250.0
650,8452,2,9,2021,2021,1104,1219,797,2034,3,0,3,8,1,2,545,282,42,0,NridgHt,1Story,,Gd,TA,Y,124.57464227297008,259.0,140189.0
651,7119,6,3,1995,2008,1541,931,0,930,3,0,2,5,0,1,263,0,0,0,Timber,1Story,,Ex,Gd,Y,53.252296695085164,0.0,170619.0
652,7195,9,2,1972,1995,1045,915,916,1828,2,0,5,9,0,2,617,73,189,0,BrkSide,1Story,Attchd,Ex,Fa,Y,69.75483359267348,0.0,112896.0
653,8838,2,8,2000,2010,1760,851,0,845,3,1,5,7,1,1,272,63,47,0,SawyerW,1Story,Attchd,Gd,Ex,Y,48.94739601666436,482.0,201979.0
654,7205,10,6,1973,1998,865,1378,699,2078,1,0,3,7,1,2,464,260,155,0,NWAmes,1Story,Attchd,Gd,Gd,Y,112.67565477709817,457.0,248703.0
655,6733,2,6,1983,2016,742,613,0,614,3,0,5,8,2,3,1004,238,143,0,Crawfor,1.5Fin,Detchd,Gd,Gd,Y,107.42684320195288,0.0,185806.0
656,9344,3,7,1905,1932,1268,1288,934,2222,2,1,5,10,1,3,709,0,88,0,Sawyer,1Story,BuiltIn,TA,TA,N,35.50576408049005,0.0,221904.0
657,8086,7,7,2011,2013,1595,319,1147,1447,3,1,3,5,1,2,552,200,125,0,OldTown,SLvl,BuiltIn,Gd,Ex,Y,66.3816340571681,49.0,282087.0
658,16343,6,6,2019,2021,498,1253,555,1827,3,0,4,8,1,3,878,292,76,0,Timber,2Story,Detchd,TA,TA,Y,70.79272320809446,285.0,182279.0
659,3101,8,4,2022,2022,971,1472,486,1955,2,0,2,7,2,0,0,285,0,0,Mitchel,1Story,Attchd,TA,TA,Y,62.51588151802814,233.0,218244.0
660,13857,8,9,1962,1999,805,665,490,1157,2,0,4,7,0,1,286,220,157,0,Gilbert,1.5Fin,Attchd,Gd,TA,Y,59.354657584438016,456.0,201658.0
661,14741,6,6,1966,1979,1107,1407,0,1399,2,0,4,9,1,2,324,0,0,0,BrkSide,1.5Fin,,TA,Gd,Y,86.95985255717598,15.0,136784.0
662,3907,10,4,2005,2020,1054,1169,381,1538,2,0,2,6,1,3,755,182,68,0,Gilbert,2Story,Attchd,TA,TA,Y,,0.0,187681.0
663,7808,3,3,1910,1930,1588,1757,788,2531,2,0,4,9,2,3,875,0,13,0,Somerst,SLvl,Attchd,Gd,Gd,Y,87.75521296557915,3.0,179943.0
664,7718,3,4,1942,1995,1006,825,0,805,2,1,3,7,2,0,0,131,0,0,OldTown,1Story,BuiltIn,TA,Gd,Y,,281.0,197972.0
665,5099,1,3,1916,1971,1599,2220,0,2201,1,1,2,7,2,1,300,119,161,0,NWAmes,1.5Fin,BuiltIn,TA,Gd,N,62.193670736177175,0.0,160324.0
666,6560,7,2,1995,2001,923,300,0,283,3,1,1,3,0,0,0,218,0,0,NridgHt,1Story,,TA,TA,Y,92.38144792337249,219.0,133812.0
667,5743,5,5,1903,1996,1420,1024,0,1017,3,1,4,9,2,2,600,159,28,0,Edwards,1.5Fin,Attchd,TA,TA,Y,92.3090514007908,0.0,195968.0
668,18050,4,2,1962,2020,1141,504,0,515,2,0,5,7,0,3,752,0,0,0,Gilbert,1Story,Detchd,Ex,TA,Y,59.557953674445066,0.0,152596.0
669,13020,10,6,1967,1974,1741,1853,0,1868,2,0,2,6,1,3,775,108,152,0,Somerst,1Story,Detchd,Gd,TA,Y,64.8720454756041,363.0,236266.0
670,14892,4,3,1980,1999,459,1050,0,1031,1,0,1,3,1,3,1035,0,93,0,NAmes,2Story,,Gd,TA,Y,35.345102729453544,479.0,123302.0
671,11952,4,6,1940,1998,584,1084,0,1103,1,0,5,10,1,0,0,292,0,0,CollgCr,1Story,BuiltIn,TA,Gd,Y,40.243213698053935,407.0,192985.0
672,5700,6,9,1982,1988,1782,1318,397,1708,2,1,1,3,2,0,0,66,0,0,NAmes,1Story,BuiltIn,TA,Gd,Y,60.457874719150595,50.0,194378.0
673,7260,8,1,1904,1912,756,1148,481,1628,1,0,4,8,1,1,300,186,39,0,NWAmes,1Story,Attchd,TA,TA,Y,46.46496326884292,41.0,174990.0
674,10891,8,6,1931,1931,782,924,446,1374,1,0,5,10,2,2,658,0,0,0,NWAmes,2Story,BuiltIn,Gd,TA,Y,87.6970746810525,0.0,194497.0
675,5492,5,9,1985,2013,699,672,0,659,2,0,4,6,0,1,243,48,31,0,Somerst,SLvl,Attchd,Gd,TA,Y,,134.0,131527.0
676,11910,6,4,2019,2021,1509,1214,0,1221,2,0,5,7,1,1,260,255,19,0,Sawyer,2Story,Attchd,TA,TA,Y,81.71666101314244,0.0,280285.0
677,8134,4,2,1969,1976,548,1293,0,1293,2,1,2,5,0,3,647,106,52,0,SawyerW,1.5Fin,Attchd,TA,TA,Y,43.14284149213523,258.0,149336.0
678,7708,9,4,1934,1989,1058,1414,480,1896,2,0,3,5,2,0,0,7,0,0,Edwards,2Story,Detchd,Gd,TA,Y,98.57277460982235,0.0,247746.0
679,11901,8,1,1921,1988,943,1876,0,1887,3,1,3,6,2,2,605,0,0,655,NAmes,1Story,Attchd,Ex,Ex,Y,,0.0,210534.0
680,10696,10,3,1964,1998,1464,323,0,310,3,0,1,5,1,1,265,0,194,0,Mitchel,1Story,CarPort,Gd,TA,Y,78.89821598345515,0.0,257906.0
681,7751,10,9,1983,1985,824,1124,460,1594,2,0,5,8,1,2,700,0,88,0,Mitchel,2Story,BuiltIn,Ex,Gd,Y,90.83093700630845,493.0,299285.0
682,14238,1,5,1921,1927,1216,1602,0,1618,1,0,4,8,2,3,853,0,0,0,Edwards,1Story,Attchd,TA,Gd,Y,77.0129406852588,275.0,184755.0
683,5811,2,6,2011,2021,581,1102,837,1934,2,1,2,4,1,1,275,0,0,0,NridgHt,1Story,Detchd,TA,Gd,Y,47.70504029597876,353.0,134492.0
684,11457,9,3,2018,2018,1959,300,0,319,3,0,2,4,1,0,0,112,166,0,BrkSide,2Story,Attchd,TA,TA,Y,,0.0,171646.0
685,11353,8,5,1910,2000,954,659,0,665,1,0,2,5,0,1,225,0,60,0,CollgCr,2Story,Attchd,Gd,TA,Y,52.67687477622519,0.0,230112.0
686,7912,3,8,1976,1991,1053,1274,0,1293,3,0,3,7,2,3,829,165,182,0,CollgCr,1Story,Detchd,Gd,TA,N,74.63957779883731,73.0,240778.0
687,10203,8,6,2022,2022,1711,1261,0,1258,2,1,4,6,0,1,294,77,196,0,Gilbert,1.5Fin,CarPort,Gd,TA,Y,52.99783343681337,0.0,178645.0
688,5429,1,4,2005,2010,815,1405,0,1419,3,1,2,5,1,3,825,0,129,0,NWAmes,1.5Fin,Detchd,TA,Gd,Y,106.5687614057577,0.0,171392.0
689,12959,10,2,1902,1972,1716,853,0,847,3,0,2,5,0,1,289,0,0,0,OldTown,1.5Fin,BuiltIn,TA,TA,N,,400.0,229458.0
690,8316,4,9,1908,1951,885,1248,1028,2282,3,1,1,4,2,2,506,0,0,0,NridgHt,SFoyer,BuiltIn,Gd,TA,Y,,78.0,148720.0
691,7265,3,1,1959,1981,1318,790,0,786,1,0,5,7,0,0,0,0,156,0,SawyerW,1Story,Attchd,Gd,Fa,Y,53.29680152404566,0.0,179918.0
692,13624,6,1,1975,2015,820,1248,304,1571,3,0,5,9,0,3,827,41,116,0,Timber,2Story,Detchd,Ex,Gd,Y,76.57599090039565,247.0,161733.0
693,6756,7,4,1986,1996,507,1170,532,1683,1,1,5,7,1,2,577,208,105,0,NWAmes,SLvl,BuiltIn,Ex,Fa,Y,74.18444620714538,0.0,222283.0
694,5098,4,7,1913,1954,1215,838,0,848,2,0,1,6,2,3,819,72,131,0,BrkSide,2Story,Attchd,TA,Gd,Y,72.4270762372506,0.0,141085.0
695,4804,7,1,1996,2016,1305,1742,0,1758,2,0,3,8,1,1,288,0,0,0,Mitchel,1.5Fin,CarPort,TA,TA,N,,140.0,270739.0
696,11411,9,9,1917,1949,523,501,1278,1792,3,1,1,3,1,3,933,0,0,0,NWAmes,1Story,BuiltIn,TA,TA,Y,113.21420669216126,0.0,191049.0
697,5365,2,4,2012,2013,927,1096,554,1663,1,1,2,6,2,3,932,263,0,0,BrkSide,2Story,Attchd,TA,TA,Y,69.15378340892718,43.0,122279.0
698,18068,3,3,2022,2022,1530,829,716,1527,2,1,4,7,0,0,0,215,0,0,Edwards,1Story,,TA,Ex,Y,81.03980954899458,0.0,212771.0
699,3894,5,1,2004,2007,1290,1846,939,2781,1,1,2,7,1,2,640,208,139,0,CollgCr,SFoyer,Attchd,Gd,Ex,Y,41.0756241442717,469.0,299312.0
700,17651,3,4,1972,2008,891,1377,682,2052,1,0,2,7,0,1,299,0,49,0,NAmes,1.5Fin,,Gd,Ex,Y,,335.0,184409.0
701,9743,8,9,1922,1980,810,903,0,896,3,0,4,6,2,0,0,0,0,0,Gilbert,SLvl,Attchd,TA,TA,Y,100.346670667393,0.0,172200.0
702,8615,10,6,1973,1989,1829,1043,295,1355,3,0,5,10,1,3,1073,30,0,0,Somerst,2Story,BuiltIn,TA,TA,Y,88.7963015123656,66.0,223523.0
703,7201,8,6,1982,2016,471,1857,0,1871,1,0,1,6,0,0,0,0,103,0,Gilbert,1Story,Detchd,Gd,TA,Y,76.00266353968236,0.0,134517.0
704,10505,8,1,1946,1993,1026,790,900,1670,1,0,3,6,0,3,738,0,50,0,NridgHt,1Story,BuiltIn,TA,TA,Y,121.38145966264506,275.0,115676.0
705,8821,9,2,1968,1972,464,479,0,487,3,0,2,5,1,1,205,193,0,0,NWAmes,SLvl,Attchd,Gd,Ex,Y,91.62816677584138,252.0,224185.0
706,13923,4,6,1946,1993,1575,1260,718,1961,1,0,2,6,2,3,811,0,97,0,SawyerW,1Story,Attchd,TA,Gd,Y,39.9453113796954,0.0,239324.0
707,9373,5,2,2015,2022,1047,1269,967,2248,3,0,3,8,0,0,0,26,0,0,SawyerW,1Story,Attchd,TA,Ex,Y,74.9387086966858,279.0,224186.0
708,9510,5,3,1986,1988,1121,1403,625,2024,1,1,1,5,2,0,0,45,0,0,BrkSide,2Story,CarPort,TA,TA,Y,82.84250316058622,0.0,149950.0
709,7743,8,4,1929,1975,2157,1405,0,1412,3,0,2,6,1,3,689,134,4,0,Gilbert,1Story,Attchd,TA,TA,Y,,,205369.0
710,8753,7,5,1924,1985,812,1822,0,1827,1,0,3,6,0,2,618,0,0,0,Gilbert,2Story,Detchd,Ex,Fa,Y,,278.0,133603.0
711,10128,9,9,1927,1940,1749,497,267,751,3,0,2,5,0,0,0,0,0,0,Mitchel,2Story,BuiltIn,TA,Gd,Y,101.70713447907595,128.0,256164.0
712,4518,8,4,1997,2012,893,692,567,1272,1,0,5,7,0,2,608,99,0,0,OldTown,2Story,,TA,Ex,Y,65.8495994708206,0.0,227804.0
713,5222,2,9,2008,2020,956,1401,793,2191,2,0,5,8,2,2,593,0,179,0,Mitchel,SLvl,Attchd,TA,Gd,Y,,114.0,238627.0
714,12055,10,3,2019,2019,2105,729,0,739,2,1,2,6,0,2,549,290,16,0,Sawyer,1Story,CarPort,TA,TA,Y,46.118713501155874,321.0,337034.0
715,9588,4,8,2011,2011,985,596,0,602,1,1,2,7,0,2,523,0,64,0,NWAmes,1Story,Attchd,TA,Fa,Y,28.949403044368403,0.0,170051.0
716,8319,6,1,2010,2021,500,1859,1070,2924,2,1,5,9,1,0,0,0,123,0,NAmes,1Story,BuiltIn,Gd,Gd,Y,63.130636448485554,273.0,186466.0
717,9021,2,9,1924,1947,1162,534,544,1067,1,0,2,6,0,0,0,144,20,0,Gilbert,SFoyer,BuiltIn,Gd,Gd,Y,,463.0,92394.0
718,10291,7,9,1973,1995,980,1016,1402,2437,1,0,1,5,2,2,533,71,181,0,NridgHt,1Story,Attchd,TA,TA,Y,65.4541182463447,201.0,191204.0
719,7216,3,2,1977,1994,1196,1127,926,2044,2,0,1,4,1,0,0,0,0,0,BrkSide,1Story,Attchd,TA,TA,Y,57.125045988490065,116.0,175246.0
720,6559,3,4,2005,2022,996,1647,0,1648,1,0,4,8,1,2,439,161,176,0,Sawyer,2Story,Detchd,TA,Gd,Y,46.36249317107497,476.0,235095.0
721,9685,2,8,2020,2021,1936,439,634,1068,3,1,1,3,0,2,541,0,106,0,Crawfor,1Story,Attchd,TA,TA,Y,57.88928019217961,34.0,287057.0
722,6055,8,7,2009,2022,1272,1307,397,1695,1,1,2,7,1,2,498,0,21,0,SawyerW,SFoyer,,TA,Gd,Y,81.28635047726164,408.0,276882.0
723,10543,6,1,1957,1983,620,811,692,1493,1,0,2,5,0,3,886,0,0,0,BrkSide,SLvl,Attchd,TA,TA,Y,,105.0,101468.0
724,4532,1,5,1993,2007,1099,1388,0,1387,2,0,3,7,1,1,202,28,0,0,Sawyer,2Story,,Gd,Gd,Y,65.84929224363341,248.0,174123.0
725,13516,1,7,2018,2019,730,805,0,785,3,1,1,3,2,0,0,202,35,0,NridgHt,2Story,Detchd,TA,Gd,Y,116.08233196833532,0.0,118771.0
726,10818,7,4,1940,1975,950,1747,0,1753,1,1,5,10,0,0,0,76,0,0,Sawyer,1Story,,Gd,Gd,Y,,0.0,250393.0
727,9921,8,1,1924,1931,685,807,712,1501,1,1,5,9,2,2,581,0,183,0,BrkSide,2Story,BuiltIn,Gd,Gd,Y,75.01283113126458,404.0,119465.0
728,13267,5,9,1977,1991,1892,300,356,647,1,1,4,9,0,3,802,195,72,0,NWAmes,1.5Fin,BuiltIn,Gd,TA,Y,,0.0,239852.0
729,17434,5,5,1998,2000,773,850,0,859,1,1,3,6,2,3,925,106,0,0,SawyerW,1Story,Attchd,Gd,TA,Y,54.373163541221544,0.0,210463.0
730,13436,4,2,2015,2020,1325,1050,528,1566,1,1,5,8,2,0,0,0,0,0,NridgHt,1Story,Detchd,Gd,TA,Y,60.76188490906472,0.0,144401.0
731,4288,6,8,1947,1993,920,1561,0,1577,1,1,4,6,1,2,636,0,125,0,OldTown,SLvl,Attchd,Gd,TA,Y,63.89967313541965,161.0,232388.0
732,5367,6,2,1997,2009,586,671,0,651,3,0,1,4,0,0,0,148,0,0,NWAmes,1Story,Attchd,Gd,Gd,Y,,0.0,174872.0
733,6974,3,3,1909,2013,1129,679,0,662,3,0,3,5,1,2,545,0,0,0,NAmes,2Story,Detchd,Ex,Ex,Y,69.02944783122058,411.0,116958.0
734,9049,9,1,1998,1999,1210,1515,1048,2557,1,1,3,7,2,2,646,0,14,0,Timber,1Story,BuiltIn,TA,Fa,Y,,0.0,234920.0
735,11015,7,2,1974,1997,1273,627,0,633,1,0,2,7,0,1,305,81,43,0,Sawyer,1Story,Attchd,TA,TA,Y,83.11292745670139,90.0,244790.0
736,6698,1,7,1910,2013,1,1081,0,1068,2,1,1,4,2,2,546,66,172,0,Gilbert,1.5Fin,Detchd,TA,Ex,Y,57.38315056199709,369.0,91567.0
737,9649,7,2,1984,2015,556,1089,1145,2236,3,0,3,8,2,1,294,0,96,0,BrkSide,1Story,Detchd,TA,TA,Y,112.29160842866618,217.0,125545.0
738,6619,5,6,1920,1980,1433,1232,305,1531,3,1,4,9,2,0,0,0,35,0,OldTown,2Story,Attchd,Gd,TA,Y,,138.0,242965.0
739,7012,5,3,1985,2016,680,865,1059,1930,1,0,5,9,2,0,0,205,0,0,NWAmes,1Story,Detchd,TA,Gd,Y,33.44584261427696,176.0,158223.0
740,5101,2,4,1944,1956,1131,797,694,1501,3,1,1,5,1,3,992,232,178,0,Gilbert,1Story,,Gd,TA,Y,64.42938333945567,290.0,166569.0
741,6190,4,8,1906,1906,546,1277,681,1976,3,0,1,4,2,1,266,53,0,0,NridgHt,SLvl,Attchd,Ex,TA,Y,105.38222948913584,339.0,128470.0
742,5215,6,3,2018,2019,1342,809,0,796,2,0,3,7,1,0,0,0,25,0,BrkSide,2Story,BuiltIn,TA,Gd,Y,84.57942796927397,0.0,122684.0
743,6061,10,6,1980,1994,1422,633,802,1444,2,1,3,8,2,1,290,290,84,0,CollgCr,SLvl,Detchd,TA,Gd,Y,71.95961432215412,0.0,338842.0
744,13649,7,1,1963,2006,1342,1616,0,1613,3,1,3,5,0,0,0,168,100,0,NAmes,SLvl,BuiltIn,TA,TA,Y,21.0,27.0,182665.0
745,6125,5,7,1963,1976,1463,1335,621,1939,3,1,4,6,2,1,243,0,120,0,NAmes,SLvl,Attchd,TA,Gd,Y,65.21352050438408,321.0,203915.0
746,25666,9,8,1901,2021,1675,1821,0,1822,3,0,2,4,2,1,319,0,30,0,OldTown,SLvl,BuiltIn,Gd,Gd,Y,74.62797026447612,320.0,308960.0
747,10908,3,8,1975,2003,580,1447,753,2182,1,0,3,6,0,2,537,0,0,0,BrkSide,1Story,Attchd,TA,TA,Y,,456.0,131930.0
748,9642,1,3,2020,2021,734,668,0,662,2,0,2,6,0,0,0,14,0,0,OldTown,SLvl,Attchd,TA,TA,Y,83.49428973272344,149.0,133015.0
749,6352,4,1,1941,2022,1409,1186,484,1684,1,0,2,6,2,3,941,286,16,0,Sawyer,1Story,Attchd,TA,Gd,Y,54.55942039782579,306.0,254578.0
750,11850,9,9,1981,1987,1502,764,889,1670,2,1,1,5,2,2,524,9,0,0,NridgHt,1Story,CarPort,TA,TA,Y,76.62853572274439,0.0,164321.0
751,7113,4,6,1953,1983,780,522,0,534,2,1,5,9,1,3,909,0,125,0,SawyerW,1Story,BuiltIn,Gd,TA,Y,72.90017586058451,346.0,158985.0
752,9403,2,9,2022,2022,752,980,225,1198,2,0,5,10,0,1,323,0,23,0,Sawyer,1Story,Attchd,Ex,Gd,Y,,392.0,192176.0
753,24935,10,7,1974,1998,789,1522,0,1502,3,1,4,6,0,2,575,160,121,0,NAmes,2Story,,Gd,Gd,Y,87.41451510211255,198.0,254606.0
754,8617,5,1,1915,1952,407,1254,0,1259,2,1,4,9,1,1,198,262,0,0,Edwards,1Story,Attchd,Gd,TA,Y,76.18832157329143,163.0,124526.0
755,14181,3,1,2012,2019,541,621,0,608,1,1,5,8,2,0,0,0,136,0,Sawyer,1Story,Attchd,Gd,Gd,Y,129.74974396699957,0.0,140299.0
756,6759,9,6,2014,2019,551,966,0,961,2,1,5,7,2,0,0,0,129,0,SawyerW,2Story,Detchd,TA,TA,Y,109.11410647003463,239.0,252581.0
757,8830,4,5,1917,1918,932,1095,0,1112,1,0,1,3,0,3,833,79,162,0,CollgCr,1Story,Detchd,TA,TA,Y,47.72616604429813,421.0,207836.0
758,18184,6,9,1998,2014,1158,508,511,1008,2,1,1,6,1,0,0,0,0,0,NridgHt,1.5Fin,,TA,TA,Y,96.10995251528512,0.0,168313.0
759,6968,2,2,2016,2020,1223,1421,0,1437,2,1,5,8,2,3,874,0,0,0,Sawyer,1Story,,TA,TA,Y,53.794091551606414,65.0,214881.0
760,18489,6,8,1958,2013,846,1063,0,1068,3,1,3,6,0,1,384,0,0,0,Timber,1Story,Detchd,Ex,TA,Y,44.16513959710284,170.0,197347.0
761,11885,3,5,1989,2018,856,621,466,1094,1,0,3,5,2,2,440,0,0,0,NWAmes,1Story,Attchd,Gd,Gd,Y,37.52530269192081,132.0,151608.0
762,7151,9,2,1915,2007,1099,600,596,1187,2,1,1,5,2,0,0,0,169,0,NridgHt,1Story,Attchd,TA,Gd,Y,62.12056962860696,80.0,145863.0
763,11532,2,6,1905,1988,451,1568,0,1567,2,0,2,5,2,1,262,0,0,0,Crawfor,2Story,Detchd,Gd,TA,Y,92.12918331231566,164.0,175112.0
764,13213,9,8,1956,2016,1433,1005,744,1742,1,0,5,10,0,2,578,0,0,0,NWAmes,2Story,Detchd,TA,TA,N,73.48392334915185,0.0,250407.0
765,11484,5,4,2007,2011,1564,1602,864,2480,2,1,4,7,1,1,350,115,179,0,CollgCr,1Story,Detchd,TA,TA,Y,81.18609439526452,62.0,272779.0
766,4778,8,2,2006,2008,799,1747,1081,2836,3,1,3,5,1,3,1057,219,168,0,BrkSide,1Story,,Gd,Gd,Y,21.0,354.0,186731.0
767,6695,2,5,1946,1961,890,1538,0,1529,1,0,2,6,2,1,282,0,56,0,NAmes,1Story,CarPort,TA,Fa,N,64.96162979635915,0.0,101709.0
768,8111,6,2,2010,2011,1547,947,123,1067,3,0,3,6,1,3,943,0,41,0,NAmes,SFoyer,Attchd,Gd,Gd,N,46.845275987427094,71.0,177499.0
769,8692,3,2,1947,1989,1000,300,0,281,1,0,2,4,2,3,865,0,0,0,BrkSide,1Story,Attchd,TA,Gd,Y,35.24041967212366,0.0,54668.0
770,11478,10,6,1941,1957,1285,1268,0,1249,1,0,5,8,0,0,0,118,118,0,Crawfor,1.5Fin,BuiltIn,Ex,Gd,Y,43.5151147293583,322.0,283443.0
771,9615,5,9,1975,1990,1013,1944,1243,3183,1,1,5,9,0,3,841,0,120,0,Edwards,1.5Fin,BuiltIn,Gd,Gd,Y,,0.0,256900.0
772,5249,8,4,1959,2016,1672,1136,0,1125,2,0,5,10,0,3,779,86,0,0,NAmes,1Story,Attchd,TA,TA,Y,84.47073998798265,0.0,219083.0
773,10426,10,6,1976,1977,1246,393,0,390,1,1,1,3,2,1,277,0,86,0,NridgHt,SFoyer,BuiltIn,TA,Ex,Y,49.97125096037768,0.0,159607.0
774,11432,1,7,1903,1906,1269,893,0,894,1,1,2,4,1,3,737,136,75,0,Sawyer,1.5Fin,Detchd,TA,Gd,Y,82.95989364944116,215.0,167640.0
775,11202,5,6,2002,2022,1276,1080,0,1078,1,0,4,8,0,3,858,52,0,0,OldTown,2Story,Detchd,TA,Gd,Y,,492.0,220938.0
776,13798,3,8,2017,2018,827,732,184,896,3,1,4,6,2,1,292,204,180,0,Timber,1Story,Attchd,TA,TA,Y,77.25160115675911,190.0,132464.0
777,12501,4,4,1901,1994,864,300,0,303,1,0,5,9,1,2,616,0,0,0,NAmes,2Story,CarPort,TA,TA,Y,51.11832130580898,0.0,162622.0
778,10760,2,1,1989,1994,1357,1112,578,1705,2,0,4,6,1,0,0,39,84,324,OldTown,1Story,Detchd,Fa,TA,Y,59.05850003274639,489.0,158153.0
779,8707,9,7,1958,1977,1100,851,1126,1981,1,0,3,7,1,1,345,249,159,0,CollgCr,1Story,Attchd,TA,Gd,Y,,0.0,288760.0
780,4608,3,3,1926,1989,578,1823,662,2500,1,1,2,5,2,3,1103,217,80,0,Gilbert,1.5Fin,BuiltIn,TA,TA,Y,54.25488508857205,421.0,132320.0
781,10634,2,6,1926,1941,1799,1188,1131,2329,3,1,2,5,2,1,263,178,181,0,BrkSide,SLvl,BuiltIn,TA,Ex,Y,84.22611644812778,490.0,132082.0
782,9731,10,2,1978,2018,1441,1328,0,1338,2,0,2,5,2,2,637,0,0,0,NridgHt,1Story,CarPort,TA,Gd,Y,45.62411539681159,103.0,183540.0
783,9982,9,9,1971,2007,1065,1104,992,2077,2,1,3,5,0,1,364,182,0,0,NWAmes,1.5Fin,Attchd,Gd,TA,N,78.38091956266564,50.0,225276.0
784,5373,7,1,1906,2009,940,1185,0,1183,2,1,1,5,2,1,319,223,0,0,Somerst,1.5Fin,,Gd,TA,Y,89.95266503339538,0.0,146043.0
785,5811,6,6,1962,1970,1129,522,0,513,1,1,3,7,0,1,308,0,181,0,Edwards,1Story,Attchd,TA,Gd,Y,74.21221024901752,106.0,171865.0
786,13646,1,6,2010,2014,1257,754,0,743,1,1,2,7,0,1,207,0,0,0,NAmes,1Story,Detchd,TA,TA,Y,,0.0,117645.0
787,8814,5,5,2018,2019,236,1563,661,2234,2,1,2,5,0,3,773,0,0,0,BrkSide,1Story,Detchd,TA,Gd,Y,34.13044922079639,235.0,128673.0
788,11761,3,5,1945,2001,1894,1229,0,1230,2,0,2,7,2,1,263,0,197,0,Timber,1.5Fin,Attchd,TA,Gd,Y,45.63995319077891,0.0,154374.0
789,9057,1,1,1962,1963,734,998,357,1357,3,1,4,7,0,2,670,0,0,0,Gilbert,1.5Fin,Detchd,Ex,TA,Y,80.72259877469293,0.0,100842.0
790,9062,4,5,2003,2011,1049,1334,432,1768,2,1,1,6,2,1,250,172,80,0,BrkSide,1Story,CarPort,Gd,Gd,Y,,332.0,153558.0
791,13033,2,2,1911,2017,1063,1342,0,1336,1,0,3,6,2,1,276,0,86,0,Sawyer,2Story,Detchd,Gd,Fa,Y,,355.0,204879.0
792,7285,2,7,1912,2011,1848,1906,655,2566,1,1,2,6,0,3,940,0,0,0,Edwards,1.5Fin,Detchd,TA,TA,Y,78.75017536064475,104.0,172866.0
793,9306,3,3,1942,2005,1014,1211,709,1902,1,1,5,8,0,3,746,0,0,0,NAmes,1.5Fin,Attchd,TA,TA,Y,26.308848502817703,254.0,150986.0
794,7443,8,4,1916,2001,1685,746,0,748,3,1,1,3,0,1,291,0,91,0,Timber,1Story,Attchd,Gd,TA,Y,64.23277612614721,0.0,155850.0
795,7526,8,3,1962,1983,1212,1106,1024,2129,2,0,5,8,2,3,857,0,185,0,Timber,2Story,Attchd,TA,TA,Y,45.65200032019202,0.0,192670.0
796,7913,7,3,1980,2013,665,1380,0,1399,1,1,1,4,2,3,945,158,0,0,Somerst,SLvl,,Gd,TA,Y,40.288274073870184,0.0,163411.0
797,9787,6,4,2019,2021,1103,1528,774,2320,3,1,2,6,0,1,306,104,0,0,SawyerW,1Story,BuiltIn,Fa,Ex,Y,58.679229883507716,0.0,298077.0
798,7394,9,5,1935,1963,1002,536,528,1051,3,0,1,3,0,3,915,0,151,0,Somerst,1Story,,TA,TA,Y,124.38777192997571,491.0,167452.0
799,14798,4,1,1984,2021,616,1246,1044,2287,1,0,1,5,1,0,0,0,155,0,CollgCr,1.5Fin,Attchd,TA,Gd,N,83.90718358562673,71.0,201569.0
